,empirical_last_value,sluggish_moving_average,slowly_moving_average,quickly_moving_average,rapidly_moving_average,balanced_ema_ensemble,aggressive_ema_ensemble,precision_ema_ensemble,thinking_fast_and_fast,thinking_fast_and_slow,thinking_slow_and_slow,thinking_slow_and_fast,thinking_precision_ensemble,quick_balanced_ema_ensemble,slow_balanced_ema_ensemble,quick_aggressive_ema_ensemble,slow_aggressive_ema_ensemble,quick_precision_ema_ensemble,slow_precision_ema_ensemble
0,-1.0237717920668288,,,,,,,,,,,,,,,,,,
1,0.5876074886430169,,,,,,,,,,,,,,,,,,
2,0.37281847715876437,,,,,,,,,,,,,,,,,,
3,0.2560578173680632,,,,,,,,,,,,,,,,,,
4,0.1291536677766909,,,,,,,,,,,,,,,,,,
5,-0.48624932610789107,,,,,,,,,,,,,,,,,,
6,0.7626537070597112,,,,,,,,,,,,,,,,,,
7,-1.9807766602829984,,,,,,,,,,,,,,,,,,
8,0.4307402461169283,,,,,,,,,,,,,,,,,,
9,-1.3206954991908768,,,,,,,,,,,,,,,,,,
10,0.4441325492293786,,,,,,,,,,,,,,,,,,
11,0.24083366425595276,,,,,,,,,,,,,,,,,,
12,0.8920572403867304,,,,,,,,,,,,,,,,,,
13,-2.0617232909923664,,,,,,,,,,,,,,,,,,
14,0.6851294237645189,,,,,,,,,,,,,,,,,,
15,1.170977318260284,,,,,,,,,,,,,,,,,,
16,-8.737185943106711,,,,,,,,,,,,,,,,,,
17,7.818432997760519,,,,,,,,,,,,,,,,,,
18,0.7673320263818972,,,,,,,,,,,,,,,,,,
19,-0.06112931739084848,,,,,,,,,,,,,,,,,,
20,1.6365005310262446,,,,,,,,,,,,,,,,,,
21,0.1969453506766523,,,,,,,,,,,,,,,,,,
22,0.1756320028145043,,,,,,,,,,,,,,,,,,
23,-0.9132660672741238,,,,,,,,,,,,,,,,,,
24,0.03339683050402553,,,,,,,,,,,,,,,,,,
25,0.3158423997056681,,,,,,,,,,,,,,,,,,
26,-1.9014865773093124,,,,,,,,,,,,,,,,,,
27,1.8262966899768345,,,,,,,,,,,,,,,,,,
28,0.7884302143759816,,,,,,,,,,,,,,,,,,
29,-0.5373606009356844,,,,,,,,,,,,,,,,,,
30,-3.9416111883050764,,,,,,,,,,,,,,,,,,
31,1.4275037399688864,,,,,,,,,,,,,,,,,,
32,1.1760098683576965,,,,,,,,,,,,,,,,,,
33,-1.4039032368867796,,,,,,,,,,,,,,,,,,
34,1.8894249897055713,,,,,,,,,,,,,,,,,,
35,1.0164077340694946,,,,,,,,,,,,,,,,,,
36,-0.11307652934234658,,,,,,,,,,,,,,,,,,
37,-1.6800860126501094,,,,,,,,,,,,,,,,,,
38,0.9165490103690423,,,,,,,,,,,,,,,,,,
39,-3.8085384524239094,,,,,,,,,,,,,,,,,,
40,3.239688284620318,,,,,,,,,,,,,,,,,,
41,0.5090562748914036,,,,,,,,,,,,,,,,,,
42,-0.6329328740788878,,,,,,,,,,,,,,,,,,
43,-5.917007434798845,,,,,,,,,,,,,,,,,,
44,2.734149041848026,,,,,,,,,,,,,,,,,,
45,3.2465157177617554,,,,,,,,,,,,,,,,,,
46,-0.44159427802574713,,,,,,,,,,,,,,,,,,
47,1.561769727253968,,,,,,,,,,,,,,,,,,
48,-0.7211518793398766,,,,,,,,,,,,,,,,,,
49,-0.4563079725675223,,,,,,,,,,,,,,,,,,
50,-1.0985513262069269,,,,,,,,,,,,,,,,,,
51,1.6128999015034675,,,,,,,,,,,,,,,,,,
52,0.7890170832673353,,,,,,,,,,,,,,,,,,
53,-0.1739068914134969,,,,,,,,,,,,,,,,,,
54,-1.3154293404203001,,,,,,,,,,,,,,,,,,
55,1.1734618597778992,,,,,,,,,,,,,,,,,,
56,-1.077518421477699,,,,,,,,,,,,,,,,,,
57,0.9393500879837269,,,,,,,,,,,,,,,,,,
58,-1.2621179157042934,,,,,,,,,,,,,,,,,,
59,1.4746230610500366,,,,,,,,,,,,,,,,,,
60,-0.20782408543448727,,,,,,,,,,,,,,,,,,
61,0.45160494354140734,,,,,,,,,,,,,,,,,,
62,-0.793400626882049,,,,,,,,,,,,,,,,,,
63,-0.8484755636687824,,,,,,,,,,,,,,,,,,
64,0.24025662506628143,,,,,,,,,,,,,,,,,,
65,0.20093492985110073,,,,,,,,,,,,,,,,,,
66,0.3397617779014417,,,,,,,,,,,,,,,,,,
67,-0.8606174467046652,,,,,,,,,,,,,,,,,,
68,1.9632993632845805,,,,,,,,,,,,,,,,,,
69,-0.9044917615842822,,,,,,,,,,,,,,,,,,
70,-0.7708903487131278,,,,,,,,,,,,,,,,,,
71,-2.4461540093235006,,,,,,,,,,,,,,,,,,
72,1.057675200244205,,,,,,,,,,,,,,,,,,
73,0.44381375116275423,,,,,,,,,,,,,,,,,,
74,-2.33366333951802,,,,,,,,,,,,,,,,,,
75,4.6259309423083455,,,,,,,,,,,,,,,,,,
76,-3.7348251982348226,,,,,,,,,,,,,,,,,,
77,-3.6787310112727383,,,,,,,,,,,,,,,,,,
78,2.1411591683432514,,,,,,,,,,,,,,,,,,
79,-0.7422323910967608,,,,,,,,,,,,,,,,,,
80,3.847138353040157,,,,,,,,,,,,,,,,,,
81,-2.9546713272544367,,,,,,,,,,,,,,,,,,
82,0.5349143830939456,,,,,,,,,,,,,,,,,,
83,1.1394419723618272,,,,,,,,,,,,,,,,,,
84,1.2057489900302607,,,,,,,,,,,,,,,,,,
85,1.087164987174404,,,,,,,,,,,,,,,,,,
86,-0.3213099922729694,,,,,,,,,,,,,,,,,,
87,1.6580259129243866,,,,,,,,,,,,,,,,,,
88,-0.08481297136566845,,,,,,,,,,,,,,,,,,
89,-2.5881200417007184,,,,,,,,,,,,,,,,,,
90,-12.782373990325551,,,,,,,,,,,,,,,,,,
91,10.559555311205042,,,,,,,,,,,,,,,,,,
92,2.3811994169466675,,,,,,,,,,,,,,,,,,
93,-0.23412296114382025,,,,,,,,,,,,,,,,,,
94,0.32333054670538797,,,,,,,,,,,,,,,,,,
95,2.1873093346575825,,,,,,,,,,,,,,,,,,
96,0.1431441084459144,,,,,,,,,,,,,,,,,,
97,-0.1813297861891392,,,,,,,,,,,,,,,,,,
98,0.19018856908705328,,,,,,,,,,,,,,,,,,
99,-1.0738366071163856,,,,,,,,,,,,,,,,,,
100,1.236210202042254,,,,,,,,,,,,,,,,,,
101,0.5053781120957855,,,,,,,,,,,,,,,,,,
102,-0.8416486380724647,,,,,,,,,,,,,,,,,,
103,0.714150120745062,,,,,,,,,,,,,,,,,,
104,-0.446828392129468,,,,,,,,,,,,,,,,,,
105,0.579694467919277,,,,,,,,,,,,,,,,,,
106,-0.4377809067128833,,,,,,,,,,,,,,,,,,
107,-1.3173831987146698,,,,,,,,,,,,,,,,,,
108,0.6470032526060268,,,,,,,,,,,,,,,,,,
109,0.9201129337547845,,,,,,,,,,,,,,,,,,
110,-0.0682067856276517,,,,,,,,,,,,,,,,,,
111,0.32280491154683166,,,,,,,,,,,,,,,,,,
112,-0.36683226092012244,,,,,,,,,,,,,,,,,,
113,0.40889508136971775,,,,,,,,,,,,,,,,,,
114,-1.098272002777553,,,,,,,,,,,,,,,,,,
115,0.6300553994016724,,,,,,,,,,,,,,,,,,
