,empirical_last_value,sluggish_moving_average,slowly_moving_average,quickly_moving_average,rapidly_moving_average,balanced_ema_ensemble,aggressive_ema_ensemble,precision_ema_ensemble,thinking_fast_and_fast,thinking_fast_and_slow,thinking_slow_and_slow,thinking_slow_and_fast,thinking_precision_ensemble,quick_balanced_ema_ensemble,slow_balanced_ema_ensemble,quick_aggressive_ema_ensemble,slow_aggressive_ema_ensemble,quick_precision_ema_ensemble,slow_precision_ema_ensemble
114,0.15154494085583026,,,,,,,,,,,,,,,,,,
115,0.7252627614163338,,,,,,,,,,,,,,,,,,
116,-0.8205205698529905,,,,,,,,,,,,,,,,,,
117,-0.24759222739386444,,,,,,,,,,,,,,,,,,
118,1.1833312445960624,,,,,,,,,,,,,,,,,,
119,0.14927051658694268,,,,,,,,,,,,,,,,,,
120,-1.1647195782634396,,,,,,,,,,,,,,,,,,
121,0.5683289653465609,,,,,,,,,,,,,,,,,,
122,0.3648184104903589,,,,,,,,,,,,,,,,,,
123,0.2793578514737831,,,,,,,,,,,,,,,,,,
124,-0.24488745334029938,,,,,,,,,,,,,,,,,,
125,-0.6740370470045391,,,,,,,,,,,,,,,,,,
126,-1.2910079426350924,,,,,,,,,,,,,,,,,,
127,2.1569642074835245,,,,,,,,,,,,,,,,,,
128,0.21695001701772149,,,,,,,,,,,,,,,,,,
129,-0.673895218417133,,,,,,,,,,,,,,,,,,
130,0.20071447083184812,,,,,,,,,,,,,,,,,,
131,0.08326256903539431,,,,,,,,,,,,,,,,,,
132,-1.4251036987046835,,,,,,,,,,,,,,,,,,
133,0.05298836437343857,,,,,,,,,,,,,,,,,,
134,0.23541904915062806,,,,,,,,,,,,,,,,,,
135,0.3652562779959905,,,,,,,,,,,,,,,,,,
136,-0.1760171241309052,,,,,,,,,,,,,,,,,,
137,-8.76611686327642,,,,,,,,,,,,,,,,,,
138,0.831228891824642,,,,,,,,,,,,,,,,,,
139,0.037079479692030404,,,,,,,,,,,,,,,,,,
140,5.4374443232581395,,,,,,,,,,,,,,,,,,
141,1.4498398626760038,,,,,,,,,,,,,,,,,,
142,1.3939664139473447,,,,,,,,,,,,,,,,,,
143,0.030458671061865727,,,,,,,,,,,,,,,,,,
144,0.1418964168416843,,,,,,,,,,,,,,,,,,
145,-0.9429909699747554,,,,,,,,,,,,,,,,,,
146,0.14305349248794919,,,,,,,,,,,,,,,,,,
147,0.7000975033817955,,,,,,,,,,,,,,,,,,
148,-0.28543624352619745,,,,,,,,,,,,,,,,,,
149,0.2550436127302842,,,,,,,,,,,,,,,,,,
150,0.5976303396913029,,,,,,,,,,,,,,,,,,
151,-2.377059249661141,,,,,,,,,,,,,,,,,,
152,-2.658749409928791,,,,,,,,,,,,,,,,,,
153,1.2022295423158749,,,,,,,,,,,,,,,,,,
154,4.073628656284447,,,,,,,,,,,,,,,,,,
155,-0.07617272572270939,,,,,,,,,,,,,,,,,,
156,-0.5628430534625908,,,,,,,,,,,,,,,,,,
157,0.536961811597673,,,,,,,,,,,,,,,,,,
158,-0.4779908499397142,,,,,,,,,,,,,,,,,,
159,0.6280043458826337,,,,,,,,,,,,,,,,,,
160,-0.2708120232634676,,,,,,,,,,,,,,,,,,
161,-0.07630314711254338,,,,,,,,,,,,,,,,,,
162,0.24708334112991603,,,,,,,,,,,,,,,,,,
163,-0.45960261352462106,,,,,,,,,,,,,,,,,,
164,-0.14182224558843903,,,,,,,,,,,,,,,,,,
165,0.4789681134518379,,,,,,,,,,,,,,,,,,
166,0.33610981727566686,,,,,,,,,,,,,,,,,,
167,-0.542544737339048,,,,,,,,,,,,,,,,,,
168,-0.2796260678004826,,,,,,,,,,,,,,,,,,
169,0.11767961042701858,,,,,,,,,,,,,,,,,,
170,0.0065645715617657086,,,,,,,,,,,,,,,,,,
171,0.1280373782570967,,,,,,,,,,,,,,,,,,
172,-0.9274046639750875,,,,,,,,,,,,,,,,,,
173,0.010674920511875907,,,,,,,,,,,,,,,,,,
174,-0.1333485585936609,,,,,,,,,,,,,,,,,,
175,1.6236708209110398,,,,,,,,,,,,,,,,,,
176,-0.3842888072595619,,,,,,,,,,,,,,,,,,
177,0.1985156810309734,,,,,,,,,,,,,,,,,,
178,-0.23166632890079708,,,,,,,,,,,,,,,,,,
179,0.45698678576198687,,,,,,,,,,,,,,,,,,
180,0.1099503945479667,,,,,,,,,,,,,,,,,,
181,-0.6670390036941728,,,,,,,,,,,,,,,,,,
182,0.4375370803191683,,,,,,,,,,,,,,,,,,
183,-0.8294243233281768,,,,,,,,,,,,,,,,,,
184,-0.9664039496466879,,,,,,,,,,,,,,,,,,
185,-0.7631283399701898,,,,,,,,,,,,,,,,,,
186,2.152206001171415,,,,,,,,,,,,,,,,,,
187,-0.37440216455743536,,,,,,,,,,,,,,,,,,
188,-2.289715899782813,,,,,,,,,,,,,,,,,,
189,1.8328398574498967,,,,,,,,,,,,,,,,,,
190,-0.8821155613159295,,,,,,,,,,,,,,,,,,
191,-0.14839319801575712,,,,,,,,,,,,,,,,,,
192,1.0365407259313786,,,,,,,,,,,,,,,,,,
193,0.7466993064790519,,,,,,,,,,,,,,,,,,
194,0.24977228591824174,,,,,,,,,,,,,,,,,,
195,-0.5698147509926438,,,,,,,,,,,,,,,,,,
196,-0.04510849239114889,,,,,,,,,,,,,,,,,,
197,0.4141223907921495,,,,,,,,,,,,,,,,,,
198,-0.9252278602434997,,,,,,,,,,,,,,,,,,
199,1.2694088573819002,,,,,,,,,,,,,,,,,,
200,-0.365976873409144,,,,,,,,,,,,,,,,,,
201,-1.2932396670507142,,,,,,,,,,,,,,,,,,
202,0.42394796035510507,,,,,,,,,,,,,,,,,,
203,0.4051630786460956,,,,,,,,,,,,,,,,,,
204,0.01020548767071694,,,,,,,,,,,,,,,,,,
205,-2.068748136139601,,,,,,,,,,,,,,,,,,
206,1.6227260490573947,,,,,,,,,,,,,,,,,,
207,0.4030090901602221,,,,,,,,,,,,,,,,,,
208,-0.9308999395541264,,,,,,,,,,,,,,,,,,
209,-0.9280410580417726,,,,,,,,,,,,,,,,,,
210,1.808783597902538,,,,,,,,,,,,,,,,,,
211,-1.3573453535615296,,,,,,,,,,,,,,,,,,
212,-1.6851591078382797,,,,,,,,,,,,,,,,,,
213,-3.382819404854465,,,,,,,,,,,,,,,,,,
214,2.5283761786900287,,,,,,,,,,,,,,,,,,
215,0.4528025804665816,,,,,,,,,,,,,,,,,,
216,3.2978027359992566,,,,,,,,,,,,,,,,,,
217,-1.6959567346065647,,,,,,,,,,,,,,,,,,
218,0.5222550574867277,,,,,,,,,,,,,,,,,,
219,0.6548808825772814,,,,,,,,,,,,,,,,,,
220,0.6535592885949606,,,,,,,,,,,,,,,,,,
221,-1.1807567737318434,,,,,,,,,,,,,,,,,,
222,1.2017310165055257,,,,,,,,,,,,,,,,,,
223,0.2583990196790802,,,,,,,,,,,,,,,,,,
224,0.01131562735332059,,,,,,,,,,,,,,,,,,
225,-0.2083433514722992,,,,,,,,,,,,,,,,,,
226,-0.02297986596072077,,,,,,,,,,,,,,,,,,
227,0.44662778101756273,,,,,,,,,,,,,,,,,,
228,-0.43453859983189713,,,,,,,,,,,,,,,,,,
229,0.3431103218444129,,,,,,,,,,,,,,,,,,
230,-0.5859157748966546,,,,,,,,,,,,,,,,,,
231,0.12939464032504966,,,,,,,,,,,,,,,,,,
232,-0.5236774913067683,,,,,,,,,,,,,,,,,,
233,-0.46775760336910466,,,,,,,,,,,,,,,,,,
234,1.1761650531591226,,,,,,,,,,,,,,,,,,
235,-0.41210650120956616,,,,,,,,,,,,,,,,,,
236,0.7967326355548893,,,,,,,,,,,,,,,,,,
237,-0.10033909980347688,,,,,,,,,,,,,,,,,,
238,0.09168965982312571,,,,,,,,,,,,,,,,,,
239,-0.5856143741617491,,,,,,,,,,,,,,,,,,
240,-1.1266559515531471,,,,,,,,,,,,,,,,,,
241,0.905355579838619,,,,,,,,,,,,,,,,,,
242,0.031184738653080357,,,,,,,,,,,,,,,,,,
243,-0.17792803606282548,,,,,,,,,,,,,,,,,,
244,-0.1044653723349862,,,,,,,,,,,,,,,,,,
245,-0.17189333382614924,,,,,,,,,,,,,,,,,,
246,0.6411758938846366,,,,,,,,,,,,,,,,,,
247,-0.01347660471175649,,,,,,,,,,,,,,,,,,
248,-0.08219780293945544,,,,,,,,,,,,,,,,,,
249,0.5383247210942168,,,,,,,,,,,,,,,,,,
250,-0.5354982968627302,,,,,,,,,,,,,,,,,,
251,0.38562368776263933,,,,,,,,,,,,,,,,,,
252,-1.725044606865065,,,,,,,,,,,,,,,,,,
253,-1.909737431621688,,,,,,,,,,,,,,,,,,
254,0.7194031339398217,,,,,,,,,,,,,,,,,,
255,2.4904563470597902,,,,,,,,,,,,,,,,,,
256,0.07489247980375713,,,,,,,,,,,,,,,,,,
257,0.2124445379149562,,,,,,,,,,,,,,,,,,
258,-0.468223809773858,,,,,,,,,,,,,,,,,,
259,0.8080581920125931,,,,,,,,,,,,,,,,,,
260,-0.7201620479261059,,,,,,,,,,,,,,,,,,
261,0.27746450734674966,,,,,,,,,,,,,,,,,,
262,-0.3897109057108501,,,,,,,,,,,,,,,,,,
263,0.503407040002325,,,,,,,,,,,,,,,,,,
264,0.4280887019852839,,,,,,,,,,,,,,,,,,
265,-0.47942148805094553,,,,,,,,,,,,,,,,,,
266,0.6472237796480277,,,,,,,,,,,,,,,,,,
267,0.06987999799561018,,,,,,,,,,,,,,,,,,
268,0.21407484591633313,,,,,,,,,,,,,,,,,,
269,-0.6044667368212655,,,,,,,,,,,,,,,,,,
270,-0.44672904901161514,,,,,,,,,,,,,,,,,,
271,-0.6470506430141101,,,,,,,,,,,,,,,,,,
272,0.8615958045180581,,,,,,,,,,,,,,,,,,
273,-0.8810061811218015,,,,,,,,,,,,,,,,,,
274,1.3662075452040552,,,,,,,,,,,,,,,,,,
275,-1.412579654567265,,,,,,,,,,,,,,,,,,
276,-0.20632713327235175,,,,,,,,,,,,,,,,,,
277,0.5037653007617795,,,,,,,,,,,,,,,,,,
278,-11.28500931930309,,,,,,,,,,,,,,,,,,
279,4.275961136928229,,,,,,,,,,,,,,,,,,
280,2.9154579680223067,,,,,,,,,,,,,,,,,,
281,2.803907010109142,,,,,,,,,,,,,,,,,,
282,1.1005681903272544,,,,,,,,,,,,,,,,,,
283,0.42073295699186986,,,,,,,,,,,,,,,,,,
284,0.9756613834867309,,,,,,,,,,,,,,,,,,
285,-0.3845348416872254,,,,,,,,,,,,,,,,,,
286,0.4239899153347795,,,,,,,,,,,,,,,,,,
287,-0.29238211157407346,,,,,,,,,,,,,,,,,,
288,-0.10785228309327932,,,,,,,,,,,,,,,,,,
289,0.1961289706154068,,,,,,,,,,,,,,,,,,
290,-0.7254723006854031,,,,,,,,,,,,,,,,,,
291,0.735182254490146,,,,,,,,,,,,,,,,,,
292,0.22259938970168047,,,,,,,,,,,,,,,,,,
293,-1.622527338777251,,,,,,,,,,,,,,,,,,
294,0.7390800519609655,,,,,,,,,,,,,,,,,,
295,-1.1867599746708832,,,,,,,,,,,,,,,,,,
296,1.7295898959757647,,,,,,,,,,,,,,,,,,
297,-0.6852502401080467,,,,,,,,,,,,,,,,,,
298,1.0573918030887781,,,,,,,,,,,,,,,,,,
299,-0.4735119060563807,,,,,,,,,,,,,,,,,,
300,-0.2511494701478003,,,,,,,,,,,,,,,,,,
301,0.3361318905544439,,,,,,,,,,,,,,,,,,
302,0.2397340251912531,,,,,,,,,,,,,,,,,,
303,0.022857996069236886,,,,,,,,,,,,,,,,,,
304,-0.2649136852485685,,,,,,,,,,,,,,,,,,
305,-0.7472934259381523,,,,,,,,,,,,,,,,,,
306,0.945811879915511,,,,,,,,,,,,,,,,,,
307,-1.399065456357682,,,,,,,,,,,,,,,,,,
308,1.3982397601133747,,,,,,,,,,,,,,,,,,
309,0.11013350433094493,,,,,,,,,,,,,,,,,,
310,-0.5192960545296651,,,,,,,,,,,,,,,,,,
311,-0.024095656255888498,,,,,,,,,,,,,,,,,,
312,0.1307670957932605,,,,,,,,,,,,,,,,,,
313,-0.10204622180370837,,,,,,,,,,,,,,,,,,
314,0.1804562349698371,,,,,,,,,,,,,,,,,,
315,-0.060608498662767074,,,,,,,,,,,,,,,,,,
316,-0.31887502884358043,,,,,,,,,,,,,,,,,,
317,-0.22440608199181944,,,,,,,,,,,,,,,,,,
318,0.1843429732850237,,,,,,,,,,,,,,,,,,
319,-0.5017412254197917,,,,,,,,,,,,,,,,,,
320,-0.36303479679413475,,,,,,,,,,,,,,,,,,
321,0.572563923416656,,,,,,,,,,,,,,,,,,
322,0.003751839044409566,,,,,,,,,,,,,,,,,,
323,-0.20840196371839914,,,,,,,,,,,,,,,,,,
324,0.60549620524052,,,,,,,,,,,,,,,,,,
325,-0.564286441601562,,,,,,,,,,,,,,,,,,
326,-0.6166614556965493,,,,,,,,,,,,,,,,,,
327,0.26672829794566777,,,,,,,,,,,,,,,,,,
328,0.901569792484239,,,,,,,,,,,,,,,,,,
329,-1.7242925781582343,,,,,,,,,,,,,,,,,,
330,-0.7924833349596048,,,,,,,,,,,,,,,,,,
331,2.351954766917723,,,,,,,,,,,,,,,,,,
332,-1.3047964211974195,,,,,,,,,,,,,,,,,,
333,-0.22587166780063006,,,,,,,,,,,,,,,,,,
334,-2.6291689395258873,,,,,,,,,,,,,,,,,,
335,-0.4222285229967815,,,,,,,,,,,,,,,,,,
336,2.8307053790747974,,,,,,,,,,,,,,,,,,
337,-1.2062620799933912,,,,,,,,,,,,,,,,,,
338,2.828364609637765,,,,,,,,,,,,,,,,,,
339,-0.7148816815708241,,,,,,,,,,,,,,,,,,
340,-3.2496061749904035,,,,,,,,,,,,,,,,,,
341,-2.4684185381581925,,,,,,,,,,,,,,,,,,
342,2.9343634159151186,,,,,,,,,,,,,,,,,,
343,3.02027285186921,,,,,,,,,,,,,,,,,,
344,-0.9960261549735012,,,,,,,,,,,,,,,,,,
345,-2.7686007263851797,,,,,,,,,,,,,,,,,,
346,2.0484658471509887,,,,,,,,,,,,,,,,,,
347,0.2566773923610093,,,,,,,,,,,,,,,,,,
348,1.130918553995643,,,,,,,,,,,,,,,,,,
349,-2.542797175261439,,,,,,,,,,,,,,,,,,
350,3.1901986581153077,,,,,,,,,,,,,,,,,,
351,-0.9800019168174978,,,,,,,,,,,,,,,,,,
352,1.5642300124415418,,,,,,,,,,,,,,,,,,
353,-4.040260894437976,,,,,,,,,,,,,,,,,,
354,1.6089143199944886,,,,,,,,,,,,,,,,,,
355,2.0118333172354963,,,,,,,,,,,,,,,,,,
356,0.05785217649959695,,,,,,,,,,,,,,,,,,
357,-0.05747167772617012,,,,,,,,,,,,,,,,,,
358,0.5887318183028163,,,,,,,,,,,,,,,,,,
359,-0.09712528031668688,,,,,,,,,,,,,,,,,,
360,-0.625431690133502,,,,,,,,,,,,,,,,,,
361,0.15154494085583026,,,,,,,,,,,,,,,,,,
362,0.7252627614163338,,,,,,,,,,,,,,,,,,
363,-0.8205205698529905,,,,,,,,,,,,,,,,,,
364,-0.24759222739386444,,,,,,,,,,,,,,,,,,
365,1.1833312445960624,,,,,,,,,,,,,,,,,,
366,0.14927051658694268,,,,,,,,,,,,,,,,,,
367,-1.1647195782634396,,,,,,,,,,,,,,,,,,
368,0.5683289653465609,,,,,,,,,,,,,,,,,,
369,0.3648184104903589,,,,,,,,,,,,,,,,,,
370,0.2793578514737831,,,,,,,,,,,,,,,,,,
371,-0.24488745334029938,,,,,,,,,,,,,,,,,,
372,-0.6740370470045391,,,,,,,,,,,,,,,,,,
373,-1.2910079426350924,,,,,,,,,,,,,,,,,,
374,2.1569642074835245,,,,,,,,,,,,,,,,,,
375,0.21695001701772149,,,,,,,,,,,,,,,,,,
376,-0.673895218417133,,,,,,,,,,,,,,,,,,
377,0.20071447083184812,,,,,,,,,,,,,,,,,,
378,0.08326256903539431,,,,,,,,,,,,,,,,,,
379,-1.4251036987046835,,,,,,,,,,,,,,,,,,
380,0.05298836437343857,,,,,,,,,,,,,,,,,,
381,0.23541904915062806,,,,,,,,,,,,,,,,,,
382,0.3652562779959905,,,,,,,,,,,,,,,,,,
383,-0.1760171241309052,,,,,,,,,,,,,,,,,,
384,-8.76611686327642,,,,,,,,,,,,,,,,,,
385,0.831228891824642,,,,,,,,,,,,,,,,,,
386,0.037079479692030404,,,,,,,,,,,,,,,,,,
387,5.4374443232581395,,,,,,,,,,,,,,,,,,
388,1.4498398626760038,,,,,,,,,,,,,,,,,,
389,1.3939664139473447,,,,,,,,,,,,,,,,,,
390,0.030458671061865727,,,,,,,,,,,,,,,,,,
391,0.1418964168416843,,,,,,,,,,,,,,,,,,
392,-0.9429909699747554,,,,,,,,,,,,,,,,,,
393,0.14305349248794919,,,,,,,,,,,,,,,,,,
394,0.7000975033817955,,,,,,,,,,,,,,,,,,
395,-0.28543624352619745,,,,,,,,,,,,,,,,,,
396,0.2550436127302842,,,,,,,,,,,,,,,,,,
397,0.5976303396913029,,,,,,,,,,,,,,,,,,
398,-2.377059249661141,,,,,,,,,,,,,,,,,,
399,-2.6552511127177074,,,,,,,,,,,,,,,,,,
